phase,mode,batch,query,type,runs,exec_min,exec_p25,exec_median,exec_p75,exec_max,plan_min,plan_p25,plan_median,plan_p75,plan_max,plan_shape,indexes_used,top_plan_rows,top_actual_rows,scan_plan_rows,scan_actual_rows,shared_hit_blocks,shared_read_blocks,exact_heap_blocks,lossy_heap_blocks,rows_removed_by_index_recheck,planning_shared_hit_blocks,jit_present,settings,detail_execution_ms
I-1,forced,1,Q11b,jsonb,15,1.019,1.095,1.137,1.172,1.246,0.073,0.08,0.081,0.091,0.103,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1d_latitude_degrees],T_i1d_latitude_degrees,3086,3064,3086,3064,980,0,969,0,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",1.199
I-1,forced,1,Q12a,json,15,0.018,0.019,0.019,0.019,0.019,0.059,0.061,0.062,0.062,0.074,Index Scan using T_i1e_event_timestamp_utc,T_i1e_event_timestamp_utc,1,13,1,13,15,0,None,None,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.02
I-1,forced,1,Q12a,jsonb,15,0.019,0.019,0.019,0.019,0.02,0.058,0.061,0.062,0.062,0.073,Index Scan using T_i1e_event_timestamp_utc,T_i1e_event_timestamp_utc,1,13,1,13,15,0,None,None,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.023
I-1,forced,1,Q12b,json,15,0.074,0.075,0.076,0.078,0.088,0.061,0.063,0.064,0.065,0.079,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1e_event_timestamp_utc],T_i1e_event_timestamp_utc,88,108,88,108,105,0,102,0,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.089
I-1,forced,1,Q12b,jsonb,15,0.074,0.076,0.076,0.077,0.173,0.062,0.062,0.064,0.064,0.072,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1e_event_timestamp_utc],T_i1e_event_timestamp_utc,88,108,88,108,105,0,102,0,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.08
I-1,forced,1,Q12c,json,15,0.262,0.264,0.275,0.292,0.435,0.065,0.067,0.067,0.068,0.112,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1e_event_timestamp_utc],T_i1e_event_timestamp_utc,500,498,500,498,424,0,419,0,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.292
I-1,forced,1,Q12c,jsonb,15,0.26,0.262,0.276,0.281,0.307,0.065,0.066,0.067,0.068,0.112,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1e_event_timestamp_utc],T_i1e_event_timestamp_utc,500,498,500,498,408,0,403,0,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.291
I-1,forced,1,Q16,json,15,4.966,5.391,5.608,5.746,5.946,0.047,0.052,0.055,0.066,0.139,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1c_status_code],T_i1c_status_code,2,78,2,78,429,0,427,0,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",5.062
I-1,forced,1,Q16,jsonb,15,1.316,1.483,1.533,1.644,3.036,0.046,0.052,0.059,0.072,0.119,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1c_status_code],T_i1c_status_code,2,78,2,78,406,0,404,0,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",1.568
I-1,forced,1,Q17,json,15,102.695,105.657,112.836,124.662,139.807,0.065,0.078,0.09,0.12,0.173,Aggregate [Index Scan using T_i1b_entity_type_code],T_i1b_entity_type_code,7,8,5000,5000,3755,0,None,None,None,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",107.539
I-1,forced,1,Q17,jsonb,15,11.589,12.577,13.466,14.237,17.683,0.071,0.075,0.083,0.087,0.089,Aggregate [Index Scan using T_i1b_entity_type_code],T_i1b_entity_type_code,7,8,5000,5000,3446,0,None,None,None,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",14.169
I-1,forced,1,Q09,json,15,57.508,59.307,62.761,67.936,77.729,0.054,0.057,0.073,0.078,0.107,Seq Scan on T,-,25,1528,25,1528,1250,0,None,None,None,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",60.424
I-1,forced,1,Q09,jsonb,15,11.285,12.098,12.616,13.66,17.559,0.052,0.062,0.07,0.076,0.101,Seq Scan on T,-,25,1528,25,1528,981,0,None,None,None,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",10.8
I-1,default,2,Q07,json,15,0.015,0.016,0.019,0.02,0.023,0.041,0.051,0.051,0.053,0.059,Index Scan using T_i1a_record_validity,T_i1a_record_validity,12,12,12,12,14,0,None,None,0,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.016
I-1,default,2,Q07,jsonb,15,0.015,0.019,0.019,0.02,0.022,0.04,0.05,0.051,0.054,0.06,Index Scan using T_i1a_record_validity,T_i1a_record_validity,12,12,12,12,14,0,None,None,0,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.015
I-1,default,2,Q08,json,15,0.11,0.11,0.11,0.111,0.111,0.043,0.043,0.043,0.044,0.044,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1b_entity_type_code],T_i1b_entity_type_code,225,225,225,225,207,0,205,0,0,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.12
I-1,default,2,Q08,jsonb,15,0.109,0.11,0.11,0.111,0.193,0.043,0.043,0.043,0.044,0.097,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1b_entity_type_code],T_i1b_entity_type_code,225,225,225,225,200,0,198,0,0,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.126
I-1,default,2,Q10,json,15,0.03,0.03,0.03,0.031,0.034,0.042,0.043,0.043,0.043,0.055,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1c_status_code],T_i1c_status_code,30,30,30,30,32,0,30,0,0,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.032
I-1,default,2,Q10,jsonb,15,0.03,0.031,0.031,0.031,0.034,0.042,0.042,0.043,0.043,0.047,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1c_status_code],T_i1c_status_code,30,30,30,30,32,0,30,0,0,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.032
I-1,default,2,Q11a,json,15,0.216,0.222,0.228,0.256,0.287,0.069,0.069,0.071,0.079,0.09,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1d_latitude_degrees],T_i1d_latitude_degrees,406,422,406,422,365,0,362,0,0,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.234
I-1,default,2,Q11a,jsonb,15,0.217,0.221,0.226,0.251,0.282,0.068,0.069,0.071,0.079,0.12,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1d_latitude_degrees],T_i1d_latitude_degrees,406,422,406,422,340,0,337,0,0,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.236
I-1,default,2,Q11b,json,15,173.243,175.259,178.398,183.112,196.538,0.081,0.09,0.111,0.117,0.174,Seq Scan on T,-,3086,3064,3086,3064,1250,0,None,None,None,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",198.038
I-1,default,2,Q11b,jsonb,15,19.487,19.903,20.664,22.274,29.707,0.07,0.077,0.111,0.113,0.122,Seq Scan on T,-,3086,3064,3086,3064,981,0,None,None,None,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",23.838
I-1,default,2,Q12a,json,15,0.018,0.018,0.019,0.019,0.022,0.057,0.058,0.06,0.061,0.073,Index Scan using T_i1e_event_timestamp_utc,T_i1e_event_timestamp_utc,1,13,1,13,15,0,None,None,0,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.019
I-1,default,2,Q12a,jsonb,15,0.018,0.018,0.019,0.019,0.019,0.056,0.058,0.059,0.06,0.061,Index Scan using T_i1e_event_timestamp_utc,T_i1e_event_timestamp_utc,1,13,1,13,15,0,None,None,0,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.051
I-1,default,2,Q12b,json,15,0.068,0.068,0.071,0.083,0.104,0.058,0.058,0.059,0.065,0.141,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1e_event_timestamp_utc],T_i1e_event_timestamp_utc,88,108,88,108,105,0,102,0,0,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.072
I-1,default,2,Q12b,jsonb,15,0.068,0.069,0.072,0.077,0.122,0.058,0.058,0.064,0.071,0.088,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1e_event_timestamp_utc],T_i1e_event_timestamp_utc,88,108,88,108,105,0,102,0,0,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.218
I-1,default,2,Q12c,json,15,0.239,0.249,0.287,0.43,0.766,0.06,0.064,0.072,0.091,0.161,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1e_event_timestamp_utc],T_i1e_event_timestamp_utc,500,498,500,498,424,0,419,0,0,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.281
I-1,default,2,Q12c,jsonb,15,0.247,0.259,0.281,0.481,0.677,0.063,0.069,0.081,0.106,0.177,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1e_event_timestamp_utc],T_i1e_event_timestamp_utc,500,498,500,498,408,0,403,0,0,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.275
I-1,default,2,Q16,json,15,5.378,5.465,5.733,5.947,6.46,0.051,0.053,0.057,0.07,0.081,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1c_status_code],T_i1c_status_code,2,78,2,78,429,0,427,0,0,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",5.448
I-1,default,2,Q16,jsonb,15,1.399,1.42,1.476,1.536,1.883,0.049,0.05,0.056,0.062,0.064,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1c_status_code],T_i1c_status_code,2,78,2,78,406,0,404,0,0,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",1.837
I-1,default,2,Q17,json,15,108.779,110.812,114.294,122.951,130.616,0.071,0.083,0.09,0.096,0.126,Aggregate [Seq Scan on T],-,7,8,5000,5000,1250,0,None,None,None,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",127.212
I-1,default,2,Q17,jsonb,15,12.268,12.708,13.771,15.153,17.057,0.071,0.078,0.087,0.094,0.109,Aggregate [Seq Scan on T],-,7,8,5000,5000,981,0,None,None,None,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",13.99
I-1,default,2,Q09,json,15,58.232,61.62,63.17,65.638,68.047,0.05,0.054,0.07,0.076,0.128,Seq Scan on T,-,25,1528,25,1528,1250,0,None,None,None,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",64.865
I-1,default,2,Q09,jsonb,15,10.56,11.319,12.467,12.757,14.238,0.051,0.072,0.076,0.09,0.173,Seq Scan on T,-,25,1528,25,1528,981,0,None,None,None,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",13.911
I-1,forced,2,Q07,json,15,0.015,0.015,0.016,0.018,0.046,0.04,0.04,0.042,0.051,0.084,Index Scan using T_i1a_record_validity,T_i1a_record_validity,12,12,12,12,14,0,None,None,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.018
I-1,forced,2,Q07,jsonb,15,0.015,0.015,0.016,0.022,0.047,0.039,0.04,0.043,0.068,0.094,Index Scan using T_i1a_record_validity,T_i1a_record_validity,12,12,12,12,14,0,None,None,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.018
I-1,forced,2,Q08,json,15,0.109,0.11,0.111,0.127,0.464,0.042,0.043,0.043,0.047,0.153,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1b_entity_type_code],T_i1b_entity_type_code,225,225,225,225,207,0,205,0,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.12
I-1,forced,2,Q08,jsonb,15,0.109,0.109,0.111,0.135,0.2,0.042,0.042,0.043,0.046,0.092,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1b_entity_type_code],T_i1b_entity_type_code,225,225,225,225,200,0,198,0,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.12
I-1,forced,2,Q10,json,15,0.03,0.031,0.031,0.037,0.04,0.042,0.043,0.044,0.053,0.104,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1c_status_code],T_i1c_status_code,30,30,30,30,32,0,30,0,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.038
I-1,forced,2,Q10,jsonb,15,0.031,0.031,0.032,0.037,0.041,0.042,0.042,0.044,0.051,0.055,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1c_status_code],T_i1c_status_code,30,30,30,30,32,0,30,0,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.038
I-1,forced,2,Q11a,json,15,0.216,0.227,0.243,0.263,0.478,0.068,0.07,0.08,0.088,0.193,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1d_latitude_degrees],T_i1d_latitude_degrees,406,422,406,422,365,0,362,0,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.231
I-1,forced,2,Q11a,jsonb,15,0.22,0.221,0.236,0.256,0.299,0.069,0.069,0.072,0.08,0.082,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1d_latitude_degrees],T_i1d_latitude_degrees,406,422,406,422,340,0,337,0,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.227
I-1,forced,2,Q11b,json,15,1.025,1.057,1.133,1.17,1.508,0.068,0.07,0.071,0.075,0.24,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1d_latitude_degrees],T_i1d_latitude_degrees,3086,3064,3086,3064,1233,0,1222,0,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",1.19
I-1,forced,2,Q11b,jsonb,15,0.962,0.971,0.989,1.083,1.303,0.069,0.069,0.07,0.071,0.102,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1d_latitude_degrees],T_i1d_latitude_degrees,3086,3064,3086,3064,980,0,969,0,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",1.539
I-1,forced,2,Q12a,json,15,0.018,0.018,0.019,0.021,0.03,0.058,0.06,0.062,0.07,0.098,Index Scan using T_i1e_event_timestamp_utc,T_i1e_event_timestamp_utc,1,13,1,13,15,0,None,None,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.029
I-1,forced,2,Q12a,jsonb,15,0.018,0.018,0.019,0.019,0.034,0.058,0.059,0.061,0.068,0.148,Index Scan using T_i1e_event_timestamp_utc,T_i1e_event_timestamp_utc,1,13,1,13,15,0,None,None,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.029
I-1,forced,2,Q12b,json,15,0.07,0.07,0.071,0.077,0.126,0.059,0.06,0.061,0.065,0.105,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1e_event_timestamp_utc],T_i1e_event_timestamp_utc,88,108,88,108,105,0,102,0,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.075
I-1,forced,2,Q12b,jsonb,15,0.07,0.071,0.074,0.122,0.147,0.059,0.06,0.06,0.065,0.107,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1e_event_timestamp_utc],T_i1e_event_timestamp_utc,88,108,88,108,105,0,102,0,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.075
I-1,forced,2,Q12c,json,15,0.236,0.242,0.259,0.364,0.676,0.06,0.061,0.064,0.069,0.191,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1e_event_timestamp_utc],T_i1e_event_timestamp_utc,500,498,500,498,424,0,419,0,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.279
I-1,forced,2,Q12c,jsonb,15,0.233,0.235,0.249,0.37,0.509,0.06,0.06,0.064,0.068,0.132,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1e_event_timestamp_utc],T_i1e_event_timestamp_utc,500,498,500,498,408,0,403,0,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.268
I-1,forced,2,Q16,json,15,5.465,5.661,6.002,6.178,6.974,0.051,0.052,0.055,0.06,0.078,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1c_status_code],T_i1c_status_code,2,78,2,78,429,0,427,0,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",5.584
I-1,forced,2,Q16,jsonb,15,1.385,1.444,1.472,1.688,2.111,0.049,0.052,0.062,0.064,0.082,Bitmap Heap Scan on T [Bitmap Index Scan using T_i1c_status_code],T_i1c_status_code,2,78,2,78,406,0,404,0,0,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",1.446
I-1,forced,2,Q17,json,15,102.036,108.879,113.025,130.675,174.511,0.073,0.079,0.085,0.09,0.1,Aggregate [Index Scan using T_i1b_entity_type_code],T_i1b_entity_type_code,7,8,5000,5000,3755,0,None,None,None,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",109.078
I-1,forced,2,Q17,jsonb,15,12.266,12.597,13.894,15.794,19.007,0.072,0.076,0.083,0.091,0.152,Aggregate [Index Scan using T_i1b_entity_type_code],T_i1b_entity_type_code,7,8,5000,5000,3446,0,None,None,None,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",14.766
I-1,forced,2,Q09,json,15,58.041,63.12,85.327,96.362,105.086,0.053,0.071,0.073,0.077,0.142,Seq Scan on T,-,25,1528,25,1528,1250,0,None,None,None,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",72.295
I-1,forced,2,Q09,jsonb,15,10.785,11.97,14.577,15.857,19.884,0.056,0.063,0.071,0.08,0.124,Seq Scan on T,-,25,1528,25,1528,981,0,None,None,None,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",13.671
I-2,default,1,C1,jsonb,15,0.098,0.1,0.112,0.185,0.194,0.051,0.052,0.054,0.078,0.086,Bitmap Heap Scan on T [Bitmap Index Scan using T_i2_gin_jsonb_ops],T_i2_gin_jsonb_ops,50,12,50,12,24,0,12,0,0,1,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.192
I-2,default,1,C1b,jsonb,15,0.261,0.262,0.273,0.407,0.457,0.059,0.06,0.062,0.071,0.082,Bitmap Heap Scan on T [Bitmap Index Scan using T_i2_gin_jsonb_ops],T_i2_gin_jsonb_ops,50,30,50,30,47,0,31,0,1,1,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.273
I-2,default,1,C1c,jsonb,15,0.091,0.093,0.093,0.096,0.11,0.053,0.054,0.055,0.056,0.069,Bitmap Heap Scan on T [Bitmap Index Scan using T_i2_gin_jsonb_ops],T_i2_gin_jsonb_ops,50,3,50,3,15,0,3,0,0,1,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.097
I-2,default,1,C1d,jsonb,15,0.784,0.793,0.803,0.837,1.302,0.056,0.056,0.057,0.059,0.087,Bitmap Heap Scan on T [Bitmap Index Scan using T_i2_gin_jsonb_ops],T_i2_gin_jsonb_ops,50,225,50,225,214,0,198,0,0,1,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",1.318
I-2,default,1,C2,jsonb,15,11.577,11.959,12.28,12.614,13.163,0.061,0.066,0.07,0.077,0.087,Seq Scan on T,-,50,3,50,3,981,0,None,None,None,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",11.737
I-2,default,1,C3,jsonb,15,0.203,0.209,0.215,0.216,0.26,0.045,0.047,0.048,0.049,0.084,Bitmap Heap Scan on T [Bitmap Index Scan using T_i2_gin_jsonb_ops],T_i2_gin_jsonb_ops,50,30,50,30,47,0,31,0,1,1,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.217
I-2,default,1,C3b,jsonb,15,0.092,0.093,0.093,0.096,0.099,0.046,0.047,0.048,0.049,0.068,Bitmap Heap Scan on T [Bitmap Index Scan using T_i2_gin_jsonb_ops],T_i2_gin_jsonb_ops,50,12,50,12,27,0,12,0,0,1,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.097
I-2,default,1,Q21,jsonb,15,12.612,13.503,15.619,16.109,20.341,0.053,0.066,0.072,0.116,0.172,Seq Scan on T,-,2500,30,2500,30,981,0,None,None,None,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",16.659
I-2,forced,1,C1,jsonb,15,0.105,0.106,0.114,0.19,0.518,0.054,0.055,0.064,0.125,0.253,Bitmap Heap Scan on T [Bitmap Index Scan using T_i2_gin_jsonb_ops],T_i2_gin_jsonb_ops,50,12,50,12,24,0,12,0,0,1,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.111
I-2,forced,1,C1b,jsonb,15,0.236,0.289,0.367,0.443,0.629,0.051,0.066,0.091,0.118,0.296,Bitmap Heap Scan on T [Bitmap Index Scan using T_i2_gin_jsonb_ops],T_i2_gin_jsonb_ops,50,30,50,30,47,0,31,0,1,1,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.261
I-2,forced,1,C1c,jsonb,15,0.082,0.084,0.098,0.138,0.22,0.049,0.05,0.066,0.073,0.15,Bitmap Heap Scan on T [Bitmap Index Scan using T_i2_gin_jsonb_ops],T_i2_gin_jsonb_ops,50,3,50,3,15,0,3,0,0,1,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.153
I-2,forced,1,C1d,jsonb,15,0.716,0.734,1.204,1.562,1.826,0.05,0.053,0.098,0.154,0.455,Bitmap Heap Scan on T [Bitmap Index Scan using T_i2_gin_jsonb_ops],T_i2_gin_jsonb_ops,50,225,50,225,214,0,198,0,0,1,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",2.082
I-2,forced,1,C2,jsonb,15,12.789,14.018,14.334,15.02,17.451,0.078,0.085,0.085,0.088,0.095,Seq Scan on T,-,50,3,50,3,981,0,None,None,None,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",16.035
I-2,forced,1,C3,jsonb,15,0.291,0.294,0.301,0.314,0.317,0.065,0.067,0.067,0.068,0.081,Bitmap Heap Scan on T [Bitmap Index Scan using T_i2_gin_jsonb_ops],T_i2_gin_jsonb_ops,50,30,50,30,47,0,31,0,1,1,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.303
I-2,forced,1,C3b,jsonb,15,0.12,0.128,0.229,0.231,0.264,0.06,0.067,0.091,0.092,0.092,Bitmap Heap Scan on T [Bitmap Index Scan using T_i2_gin_jsonb_ops],T_i2_gin_jsonb_ops,50,12,50,12,27,0,12,0,0,1,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.129
I-2,forced,1,Q21,jsonb,15,12.936,14.324,15.28,15.486,17.011,0.06,0.071,0.077,0.084,0.108,Seq Scan on T,-,2500,30,2500,30,981,0,None,None,None,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",13.015
I-2,default,2,C1,jsonb,15,0.079,0.083,0.101,0.144,0.245,0.042,0.042,0.055,0.086,0.133,Bitmap Heap Scan on T [Bitmap Index Scan using T_i2_gin_jsonb_ops],T_i2_gin_jsonb_ops,50,12,50,12,24,0,12,0,0,1,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.106
I-2,default,2,C1b,jsonb,15,0.192,0.194,0.2,0.208,0.38,0.043,0.043,0.046,0.047,0.081,Bitmap Heap Scan on T [Bitmap Index Scan using T_i2_gin_jsonb_ops],T_i2_gin_jsonb_ops,50,30,50,30,47,0,31,0,1,1,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.194
I-2,default,2,C1c,jsonb,15,0.071,0.075,0.075,0.076,0.111,0.041,0.045,0.045,0.046,0.101,Bitmap Heap Scan on T [Bitmap Index Scan using T_i2_gin_jsonb_ops],T_i2_gin_jsonb_ops,50,3,50,3,15,0,3,0,0,1,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.076
I-2,default,2,C1d,jsonb,15,0.629,0.684,0.759,0.912,1.51,0.044,0.047,0.052,0.091,0.152,Bitmap Heap Scan on T [Bitmap Index Scan using T_i2_gin_jsonb_ops],T_i2_gin_jsonb_ops,50,225,50,225,214,0,198,0,0,1,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",1.065
I-2,default,2,C2,jsonb,15,11.006,11.748,12.812,13.848,14.678,0.049,0.066,0.074,0.081,0.113,Seq Scan on T,-,50,3,50,3,981,0,None,None,None,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",10.584
I-2,default,2,C3,jsonb,15,0.193,0.193,0.194,0.194,0.214,0.043,0.043,0.043,0.043,0.044,Bitmap Heap Scan on T [Bitmap Index Scan using T_i2_gin_jsonb_ops],T_i2_gin_jsonb_ops,50,30,50,30,47,0,31,0,1,1,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.196
I-2,default,2,C3b,jsonb,15,0.081,0.081,0.082,0.082,0.147,0.041,0.041,0.041,0.042,0.091,Bitmap Heap Scan on T [Bitmap Index Scan using T_i2_gin_jsonb_ops],T_i2_gin_jsonb_ops,50,12,50,12,27,0,12,0,0,1,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.086
